customer_id,tenure,monthly_charges,total_charges,contract,usage_frequency,support_tickets,engagement_score,last_activity_days,churn,cluster,segment_name
CUS-008141,17,23.91,406.84,One year,Medium,7,65,14,0,0,High Value / Loyal
CUS-008142,60,24.72,1419.41,Month-to-month,Medium,8,16,12,1,2,Mid Value / Moderate
CUS-008143,36,143.86,5108.64,Month-to-month,High,7,67,55,1,1,Low Value / Dormant
CUS-008144,61,94.24,5476.34,One year,High,8,79,21,0,1,Low Value / Dormant
CUS-008145,17,59.86,984.8,Two year,Medium,3,68,57,0,0,High Value / Loyal
CUS-008146,49,69.23,3259.99,Month-to-month,Medium,3,36,12,1,2,Mid Value / Moderate
CUS-008147,60,112.93,6979.72,One year,Medium,4,30,45,1,1,Low Value / Dormant
CUS-008148,20,67.65,1332.13,Month-to-month,Low,6,93,53,0,0,High Value / Loyal
CUS-008149,50,49.61,2375.98,Two year,Medium,8,23,8,0,2,Mid Value / Moderate
CUS-008150,3,33.24,97.38,One year,High,3,63,23,0,0,High Value / Loyal
CUS-008151,43,114.76,5024.95,One year,Medium,6,69,2,0,1,Low Value / Dormant
CUS-008152,57,43.47,2538.85,Two year,Low,5,47,22,1,2,Mid Value / Moderate
CUS-008153,50,29.05,1397.49,Month-to-month,Medium,8,11,11,1,2,Mid Value / Moderate
CUS-008154,68,75.5,5277.3,Month-to-month,High,8,19,40,1,1,Low Value / Dormant
CUS-008155,50,25.14,1240.94,One year,Medium,8,62,43,0,2,Mid Value / Moderate
CUS-008156,37,145.45,5478.18,One year,High,4,72,57,1,1,Low Value / Dormant
CUS-008157,46,101.55,4751.33,One year,Medium,2,43,10,0,1,Low Value / Dormant
CUS-008158,42,39.85,1722.86,Month-to-month,Medium,5,75,18,0,2,Mid Value / Moderate
CUS-008159,15,42.42,648.83,One year,High,1,9,58,1,3,New / At-Risk
CUS-008160,33,94.08,2961.4,One year,Medium,6,25,8,0,3,New / At-Risk
CUS-008161,11,66.35,731.31,Month-to-month,High,6,89,36,0,0,High Value / Loyal
CUS-008162,20,120.65,2332.54,One year,Low,1,78,9,0,0,High Value / Loyal
CUS-008163,24,90.95,2285.51,Month-to-month,Medium,5,31,8,1,3,New / At-Risk
CUS-008164,64,76.33,4766.05,Two year,Low,3,13,32,1,2,Mid Value / Moderate
CUS-008165,65,145.19,9361.79,Month-to-month,High,6,65,12,0,1,Low Value / Dormant
CUS-008166,17,70.79,1167.01,Month-to-month,High,7,30,19,0,3,New / At-Risk
CUS-008167,61,72.08,4236.18,Month-to-month,Low,9,73,43,1,2,Mid Value / Moderate
CUS-008168,15,106.55,1614.39,Month-to-month,Medium,0,29,10,0,3,New / At-Risk
CUS-008169,51,125.23,6382.49,One year,Low,4,95,40,0,1,Low Value / Dormant
CUS-008170,27,101.41,2703.7,Two year,Medium,8,18,28,0,3,New / At-Risk
CUS-008171,61,110.82,6479.72,One year,Medium,1,3,46,0,1,Low Value / Dormant
CUS-008172,58,68.48,4065.62,Month-to-month,Medium,3,35,59,0,2,Mid Value / Moderate
CUS-008173,31,82.33,2426.25,Month-to-month,Medium,7,66,12,0,0,High Value / Loyal
CUS-008174,12,45.61,545.06,Month-to-month,High,4,4,59,1,3,New / At-Risk
CUS-008175,46,108.43,5054.0,Month-to-month,Medium,7,41,43,1,1,Low Value / Dormant
CUS-008176,31,48.79,1501.97,Month-to-month,High,9,79,13,1,0,High Value / Loyal
CUS-008177,32,20.16,621.11,One year,Medium,9,81,8,0,0,High Value / Loyal
CUS-008178,32,141.39,4650.34,Month-to-month,Medium,0,90,53,1,1,Low Value / Dormant
CUS-008179,53,59.78,3112.66,One year,Medium,6,95,41,0,2,Mid Value / Moderate
CUS-008180,61,45.56,2677.78,One year,Medium,5,30,37,1,2,Mid Value / Moderate
CUS-008181,46,54.86,2536.2,Month-to-month,Medium,1,87,18,1,2,Mid Value / Moderate
CUS-008182,7,62.96,419.52,Two year,Medium,6,94,41,0,0,High Value / Loyal
CUS-008183,4,81.69,321.02,Month-to-month,Low,2,11,46,1,3,New / At-Risk
CUS-008184,52,29.02,1546.63,Month-to-month,High,3,33,52,0,2,Mid Value / Moderate
CUS-008185,31,26.85,866.62,Two year,Medium,5,38,7,1,2,Mid Value / Moderate
CUS-008186,36,58.08,2110.0,Month-to-month,High,2,5,17,0,3,New / At-Risk
CUS-008187,54,58.45,3067.15,Month-to-month,Medium,0,59,33,1,2,Mid Value / Moderate
CUS-008188,54,35.29,1852.51,Month-to-month,High,9,99,35,1,2,Mid Value / Moderate
CUS-008189,17,72.62,1247.41,Month-to-month,High,0,51,8,1,0,High Value / Loyal
CUS-008190,30,56.92,1691.79,One year,High,5,65,15,0,0,High Value / Loyal
CUS-008191,22,23.39,497.91,Two year,Medium,3,68,4,0,0,High Value / Loyal
CUS-008192,43,135.14,5978.19,One year,Medium,6,58,50,1,1,Low Value / Dormant
CUS-008193,27,135.18,3540.52,One year,Medium,8,48,14,1,3,New / At-Risk
CUS-008194,37,47.19,1715.02,One year,Low,7,58,23,1,2,Mid Value / Moderate
CUS-008195,46,41.17,1810.91,Two year,Low,2,37,46,1,2,Mid Value / Moderate
CUS-008196,35,91.15,3254.42,One year,Medium,6,7,43,1,3,New / At-Risk
CUS-008197,4,102.0,398.82,Two year,High,0,60,47,1,0,High Value / Loyal
CUS-008198,26,144.48,3656.15,Month-to-month,Medium,1,59,42,0,1,Low Value / Dormant
CUS-008199,19,69.06,1286.25,Month-to-month,Medium,8,10,38,0,3,New / At-Risk
CUS-008200,45,100.37,4685.45,Month-to-month,Medium,9,33,24,1,1,Low Value / Dormant
CUS-008201,26,134.16,3494.54,Two year,Medium,7,51,15,0,3,New / At-Risk
CUS-008202,22,78.49,1667.79,Month-to-month,Low,6,78,41,1,0,High Value / Loyal
CUS-008203,58,35.9,2139.65,One year,Medium,9,36,21,1,2,Mid Value / Moderate
CUS-008204,63,69.07,4224.43,One year,High,1,38,49,0,2,Mid Value / Moderate
CUS-008205,28,37.75,1047.85,Two year,High,1,55,15,1,2,Mid Value / Moderate
CUS-008206,65,22.16,1450.41,One year,Medium,6,30,32,0,2,Mid Value / Moderate
CUS-008207,44,117.7,5222.62,One year,High,6,26,4,0,1,Low Value / Dormant
CUS-008208,43,51.0,2098.29,Two year,High,5,95,59,1,0,High Value / Loyal
CUS-008209,37,20.26,774.9,Two year,Medium,9,42,54,1,2,Mid Value / Moderate
CUS-008210,66,133.42,8787.36,Month-to-month,Low,4,47,6,1,1,Low Value / Dormant
CUS-008211,17,77.69,1385.39,Two year,High,5,19,17,1,3,New / At-Risk
CUS-008212,40,51.05,2086.47,Month-to-month,Medium,8,77,5,1,2,Mid Value / Moderate
CUS-008213,38,54.16,2159.56,One year,High,3,87,48,0,0,High Value / Loyal
CUS-008214,61,51.27,3112.92,Month-to-month,Medium,9,83,11,0,2,Mid Value / Moderate
CUS-008215,9,45.29,,Month-to-month,Medium,0,80,43,1,0,High Value / Loyal
CUS-008216,61,129.36,8070.29,Two year,Medium,8,25,32,0,1,Low Value / Dormant
CUS-008217,16,42.14,693.02,One year,High,7,90,33,0,0,High Value / Loyal
CUS-008218,2,93.04,192.65,Month-to-month,Medium,1,85,20,0,0,High Value / Loyal
CUS-008219,43,30.05,1266.56,Month-to-month,High,3,18,57,0,2,Mid Value / Moderate
CUS-008220,42,143.44,6030.82,Two year,Medium,2,9,57,1,1,Low Value / Dormant
CUS-008221,57,98.43,5811.14,Month-to-month,High,2,88,17,1,1,Low Value / Dormant
CUS-008222,67,137.41,9542.25,Month-to-month,Medium,5,17,13,0,1,Low Value / Dormant
CUS-008223,30,71.72,2049.66,One year,High,6,94,41,0,0,High Value / Loyal
CUS-008224,13,125.39,1657.9,Month-to-month,High,7,4,29,1,3,New / At-Risk
CUS-008225,19,130.98,2513.83,One year,Medium,6,55,45,0,0,High Value / Loyal
CUS-008226,7,111.38,747.2,Month-to-month,Medium,8,54,2,0,0,High Value / Loyal
CUS-008227,9,32.08,301.17,Month-to-month,Medium,1,28,56,0,3,New / At-Risk
CUS-008228,54,22.09,1186.37,Two year,Medium,9,40,52,1,2,Mid Value / Moderate
CUS-008229,61,41.91,2601.23,Two year,Medium,3,9,12,0,2,Mid Value / Moderate
CUS-008230,2,35.35,73.41,Two year,High,1,36,50,0,3,New / At-Risk
CUS-008231,50,114.27,5502.07,One year,Medium,2,8,36,0,1,Low Value / Dormant
CUS-008232,31,92.41,2966.68,Month-to-month,Low,9,62,18,0,0,High Value / Loyal
CUS-008233,33,88.37,2981.74,Month-to-month,Medium,0,86,58,0,0,High Value / Loyal
CUS-008234,11,52.87,601.35,One year,Medium,7,89,36,0,0,High Value / Loyal
CUS-008235,33,40.1,1322.58,Month-to-month,Medium,4,49,12,0,2,Mid Value / Moderate
CUS-008236,7,46.85,312.66,Month-to-month,Medium,4,70,14,0,0,High Value / Loyal
CUS-008237,31,72.04,2271.19,Month-to-month,High,7,90,25,0,0,High Value / Loyal
CUS-008238,48,116.22,5508.5,Month-to-month,Medium,8,42,5,1,1,Low Value / Dormant
CUS-008239,47,53.09,2470.75,Month-to-month,Medium,8,2,26,1,2,Mid Value / Moderate
CUS-008240,53,110.82,5838.94,Month-to-month,Low,9,31,11,0,1,Low Value / Dormant
CUS-008241,19,83.9,1592.9,Two year,Low,8,76,47,0,0,High Value / Loyal
CUS-008242,6,135.11,823.77,Month-to-month,Medium,1,19,24,0,3,New / At-Risk
CUS-008243,49,50.28,2519.54,One year,High,6,65,49,1,2,Mid Value / Moderate
CUS-008244,50,78.61,4039.38,Month-to-month,Medium,6,74,46,1,2,Mid Value / Moderate
CUS-008245,12,32.57,397.5,Two year,Medium,3,60,15,1,0,High Value / Loyal
CUS-008246,23,63.57,1506.48,One year,Medium,4,62,45,0,0,High Value / Loyal
CUS-008247,54,85.89,4463.04,Month-to-month,Medium,5,60,15,0,1,Low Value / Dormant
CUS-008248,69,115.26,8220.54,Month-to-month,Low,6,98,2,1,1,Low Value / Dormant
CUS-008249,59,45.75,2668.83,One year,Medium,1,16,53,0,2,Mid Value / Moderate
CUS-008250,36,48.35,1745.68,Month-to-month,Low,9,7,33,1,3,New / At-Risk
CUS-008251,3,102.11,304.29,Month-to-month,Medium,1,77,23,0,0,High Value / Loyal
CUS-008252,58,69.72,4033.91,Month-to-month,High,1,68,41,1,2,Mid Value / Moderate
CUS-008253,55,82.67,4449.41,Month-to-month,Low,4,95,45,0,1,Low Value / Dormant
CUS-008254,57,128.7,7093.64,Month-to-month,Medium,5,74,22,1,1,Low Value / Dormant
CUS-008255,17,84.88,1385.96,Month-to-month,High,5,12,29,1,3,New / At-Risk
CUS-008256,39,104.82,4068.3,Month-to-month,Medium,2,98,48,1,0,High Value / Loyal
CUS-008257,68,105.38,6897.36,Two year,Medium,3,92,20,0,1,Low Value / Dormant
CUS-008258,55,124.47,6671.25,Two year,Medium,6,5,52,0,1,Low Value / Dormant
CUS-008259,45,102.96,4463.37,Month-to-month,High,6,92,16,0,1,Low Value / Dormant
CUS-008260,1,28.43,27.31,Month-to-month,Medium,5,47,53,1,0,High Value / Loyal
CUS-008261,21,64.48,1405.92,Two year,Medium,0,11,17,0,3,New / At-Risk
CUS-008262,21,148.61,3175.14,One year,Medium,9,34,2,0,3,New / At-Risk
CUS-008263,52,45.55,2468.77,Two year,Medium,5,79,52,1,2,Mid Value / Moderate
CUS-008264,43,96.27,4199.43,Month-to-month,High,0,51,46,1,1,Low Value / Dormant
CUS-008265,52,129.58,6970.04,Month-to-month,High,4,5,11,1,1,Low Value / Dormant
CUS-008266,67,96.25,6484.59,Two year,Medium,5,48,15,1,1,Low Value / Dormant
CUS-008267,44,68.4,2998.14,Month-to-month,Medium,6,85,37,1,2,Mid Value / Moderate
CUS-008268,32,30.43,976.52,One year,High,7,31,13,1,2,Mid Value / Moderate
CUS-008269,10,67.02,658.12,One year,Low,8,40,26,1,3,New / At-Risk
CUS-008270,64,43.67,2838.95,Two year,High,5,7,17,0,2,Mid Value / Moderate
CUS-008271,69,144.91,10396.07,Two year,Medium,6,99,19,1,1,Low Value / Dormant
CUS-008272,68,112.95,7897.75,Month-to-month,Low,3,85,34,0,1,Low Value / Dormant
CUS-008273,28,117.42,3275.26,Month-to-month,Low,9,40,16,1,3,New / At-Risk
CUS-008274,53,76.68,4248.29,Month-to-month,Medium,6,69,19,1,2,Mid Value / Moderate
CUS-008275,51,34.3,1833.97,Two year,Medium,9,14,5,1,2,Mid Value / Moderate
CUS-008276,53,54.67,2895.68,Month-to-month,High,0,98,25,0,2,Mid Value / Moderate
CUS-008277,4,53.76,222.89,Month-to-month,Medium,2,10,6,0,3,New / At-Risk
CUS-008278,17,83.28,1345.67,Two year,Low,0,82,37,1,0,High Value / Loyal
CUS-008279,67,79.93,5123.07,One year,Medium,7,81,11,1,1,Low Value / Dormant
CUS-008280,47,76.34,3416.75,Two year,Low,2,49,16,0,2,Mid Value / Moderate
CUS-008281,56,84.48,4859.94,One year,Medium,6,96,20,0,1,Low Value / Dormant
CUS-008282,23,148.31,3267.85,Month-to-month,High,1,17,52,1,3,New / At-Risk
CUS-008283,18,58.79,1007.04,Month-to-month,Medium,4,86,5,0,0,High Value / Loyal
CUS-008284,1,99.98,96.46,Month-to-month,High,2,89,46,1,0,High Value / Loyal
CUS-008285,35,51.14,1755.09,Month-to-month,Medium,9,51,36,0,2,Mid Value / Moderate
CUS-008286,64,80.66,5143.94,One year,Medium,2,80,24,0,1,Low Value / Dormant
CUS-008287,58,46.01,2552.4,Month-to-month,Medium,4,62,53,0,2,Mid Value / Moderate
CUS-008288,59,92.56,5460.78,Month-to-month,High,7,30,14,1,1,Low Value / Dormant
CUS-008289,1,54.45,53.08,One year,Low,1,55,10,0,0,High Value / Loyal
CUS-008290,3,24.78,72.67,Two year,High,3,34,8,0,3,New / At-Risk
CUS-008291,67,125.99,8712.73,Two year,Low,3,69,3,0,1,Low Value / Dormant
CUS-008292,37,36.67,1422.98,One year,High,4,33,2,0,2,Mid Value / Moderate
CUS-008293,29,67.85,1960.4,Month-to-month,Low,5,5,12,1,3,New / At-Risk
CUS-008294,33,82.03,2658.84,Two year,Medium,8,42,31,1,3,New / At-Risk
CUS-008295,61,76.22,4850.17,One year,Low,4,3,5,1,2,Mid Value / Moderate
CUS-008296,4,114.34,457.37,Two year,Medium,9,63,0,1,0,High Value / Loyal
CUS-008297,14,97.58,1397.6,One year,Medium,7,38,41,0,3,New / At-Risk
CUS-008298,33,58.4,1910.52,Month-to-month,Medium,4,13,4,1,3,New / At-Risk
CUS-008299,22,26.72,570.38,Two year,Medium,2,8,1,0,3,New / At-Risk
CUS-008300,48,119.79,5838.85,One year,Medium,5,61,21,0,1,Low Value / Dormant
CUS-008301,3,65.83,200.74,Month-to-month,Low,3,30,31,1,3,New / At-Risk
CUS-008302,23,135.66,3107.85,Month-to-month,High,4,50,50,0,3,New / At-Risk
CUS-008303,68,71.36,4740.67,Month-to-month,Low,7,69,47,1,2,Mid Value / Moderate
CUS-008304,21,113.3,2458.15,One year,High,3,38,40,1,3,New / At-Risk
CUS-008305,43,142.14,5974.84,One year,High,6,59,49,0,1,Low Value / Dormant
CUS-008306,26,104.65,2764.16,Month-to-month,Medium,2,95,48,0,0,High Value / Loyal
CUS-008307,41,73.75,2988.81,Two year,Medium,3,2,6,0,3,New / At-Risk
CUS-008308,38,93.76,3553.15,One year,Low,7,57,20,0,2,Mid Value / Moderate
CUS-008309,11,90.65,968.35,Month-to-month,Medium,7,7,16,0,3,New / At-Risk
CUS-008310,29,96.03,2826.4,Month-to-month,Medium,8,80,52,1,0,High Value / Loyal
CUS-008311,60,39.09,2280.9,Two year,High,3,10,19,0,2,Mid Value / Moderate
CUS-008312,67,110.81,7413.42,Month-to-month,High,9,29,0,1,1,Low Value / Dormant
CUS-008313,65,38.86,2482.29,Two year,High,3,94,31,0,2,Mid Value / Moderate
CUS-008314,61,21.9,1397.85,Month-to-month,Medium,4,84,39,1,2,Mid Value / Moderate
CUS-008315,19,101.22,2015.95,Month-to-month,High,4,34,31,0,3,New / At-Risk
CUS-008316,46,35.2,1660.19,One year,Low,2,72,19,0,2,Mid Value / Moderate
CUS-008317,49,120.15,6172.43,One year,High,0,98,9,0,1,Low Value / Dormant
CUS-008318,22,132.58,2803.95,Month-to-month,Medium,9,98,54,0,0,High Value / Loyal
CUS-008319,57,142.82,8541.28,Two year,Medium,0,45,5,0,1,Low Value / Dormant
CUS-008320,14,106.38,1430.3,Month-to-month,Medium,7,71,40,1,0,High Value / Loyal
CUS-008321,44,82.66,3606.37,Two year,Low,3,58,32,0,2,Mid Value / Moderate
CUS-008322,16,65.8,1025.26,One year,Medium,9,78,9,0,0,High Value / Loyal
CUS-008323,12,83.82,1051.49,Month-to-month,High,1,84,24,0,0,High Value / Loyal
CUS-008324,55,44.75,2494.44,One year,Medium,5,33,23,1,2,Mid Value / Moderate
CUS-008325,51,65.29,3362.39,Two year,Medium,8,95,30,0,2,Mid Value / Moderate
CUS-008326,39,113.33,4639.77,One year,Medium,4,97,28,0,1,Low Value / Dormant
CUS-008327,33,48.26,1610.65,One year,Medium,2,90,11,0,0,High Value / Loyal
CUS-008328,33,54.33,1819.05,Month-to-month,Low,3,90,42,0,0,High Value / Loyal
CUS-008329,29,117.41,3249.96,One year,High,1,51,36,0,3,New / At-Risk
CUS-008330,69,43.12,3082.01,Two year,Medium,6,64,50,1,2,Mid Value / Moderate
CUS-008331,70,51.97,3808.58,One year,High,3,38,41,0,2,Mid Value / Moderate
CUS-008332,31,22.28,722.51,One year,Medium,3,80,49,1,0,High Value / Loyal
CUS-008333,31,113.61,3423.59,Month-to-month,High,7,12,8,0,3,New / At-Risk
CUS-008334,46,100.33,4488.57,Two year,Medium,9,63,28,1,1,Low Value / Dormant
CUS-008335,52,110.27,5657.24,Month-to-month,High,4,65,2,0,1,Low Value / Dormant
CUS-008336,10,47.86,469.54,One year,Medium,2,60,3,0,0,High Value / Loyal
CUS-008337,41,109.36,4396.56,Month-to-month,Medium,5,20,53,1,1,Low Value / Dormant
CUS-008338,3,97.53,295.67,Month-to-month,Medium,7,66,20,1,0,High Value / Loyal
CUS-008339,59,67.6,4110.04,One year,Medium,9,95,5,0,2,Mid Value / Moderate
CUS-008340,52,76.92,4174.4,One year,High,0,18,1,0,2,Mid Value / Moderate
CUS-008341,34,93.83,3052.35,Two year,Low,8,42,36,1,3,New / At-Risk
CUS-008342,49,84.13,4030.75,Month-to-month,Medium,3,74,19,0,2,Mid Value / Moderate
CUS-008343,28,103.44,2825.3,Month-to-month,Medium,4,6,44,1,3,New / At-Risk
CUS-008344,13,43.53,557.79,Two year,High,9,66,32,0,0,High Value / Loyal
CUS-008345,69,90.29,6183.03,Month-to-month,Low,2,80,13,0,1,Low Value / Dormant
CUS-008346,67,78.54,5203.62,One year,Medium,8,69,19,0,1,Low Value / Dormant
CUS-008347,61,79.93,5096.35,Two year,Medium,5,86,42,0,1,Low Value / Dormant
CUS-008348,60,81.02,4830.62,Two year,High,0,22,1,0,1,Low Value / Dormant
CUS-008349,71,134.59,9605.29,Month-to-month,Medium,8,22,46,1,1,Low Value / Dormant
CUS-008350,24,126.42,3109.56,One year,Medium,4,65,6,0,0,High Value / Loyal
CUS-008351,63,101.84,6560.6,One year,High,2,49,54,0,1,Low Value / Dormant
CUS-008352,61,113.14,6959.0,Month-to-month,Medium,3,77,36,1,1,Low Value / Dormant
CUS-008353,23,25.56,609.2,Month-to-month,Low,4,12,11,1,3,New / At-Risk
CUS-008354,30,116.72,3545.05,Two year,High,0,63,48,1,0,High Value / Loyal
CUS-008355,60,83.2,5179.17,Month-to-month,Low,9,13,15,0,1,Low Value / Dormant
CUS-008356,18,61.31,1081.76,One year,Medium,2,62,16,0,0,High Value / Loyal
CUS-008357,56,38.17,2058.92,One year,Medium,6,59,30,0,2,Mid Value / Moderate
CUS-008358,53,29.78,1628.61,Month-to-month,Low,8,11,58,1,2,Mid Value / Moderate
CUS-008359,7,25.84,178.72,Month-to-month,Medium,5,82,6,1,0,High Value / Loyal
CUS-008360,69,41.03,2874.09,One year,Medium,3,86,25,1,2,Mid Value / Moderate
CUS-008361,52,23.92,1273.29,Month-to-month,Medium,3,1,0,0,2,Mid Value / Moderate
CUS-008362,4,115.24,452.99,One year,Medium,8,68,1,0,0,High Value / Loyal
CUS-008363,34,52.32,1779.79,Month-to-month,Medium,0,9,30,0,3,New / At-Risk
CUS-008364,69,67.94,4872.73,Month-to-month,High,5,3,19,0,2,Mid Value / Moderate
CUS-008365,33,126.95,4348.57,Month-to-month,Low,3,72,36,0,1,Low Value / Dormant
CUS-008366,69,34.91,2468.53,Month-to-month,Medium,2,9,58,1,2,Mid Value / Moderate
CUS-008367,38,128.63,5016.26,Month-to-month,Medium,0,82,32,0,1,Low Value / Dormant
CUS-008368,26,103.14,2788.29,One year,Medium,4,69,12,0,0,High Value / Loyal
CUS-008369,1,64.46,65.99,Month-to-month,High,3,22,0,1,3,New / At-Risk
CUS-008370,4,35.31,138.99,Month-to-month,Medium,9,69,50,1,0,High Value / Loyal
CUS-008371,39,31.89,1196.7,Month-to-month,Medium,3,23,32,0,2,Mid Value / Moderate
CUS-008372,54,63.62,3408.48,One year,Medium,7,80,2,0,2,Mid Value / Moderate
CUS-008373,33,38.24,1209.99,One year,High,1,5,36,0,3,New / At-Risk
CUS-008374,33,54.8,1738.99,Month-to-month,Low,9,39,59,1,2,Mid Value / Moderate
CUS-008375,20,26.88,561.89,One year,Medium,9,3,18,0,3,New / At-Risk
CUS-008376,16,97.35,1585.01,One year,High,3,26,43,0,3,New / At-Risk
CUS-008377,21,38.89,845.32,Month-to-month,Medium,0,8,57,1,3,New / At-Risk
CUS-008378,45,118.38,5403.0,Two year,Medium,1,85,39,1,1,Low Value / Dormant
CUS-008379,62,48.36,2974.06,Month-to-month,Medium,9,52,31,1,2,Mid Value / Moderate
CUS-008380,31,123.74,3653.7,Month-to-month,High,9,82,4,1,0,High Value / Loyal
CUS-008381,42,44.68,1962.31,One year,Medium,2,69,46,0,2,Mid Value / Moderate
CUS-008382,12,113.78,1306.75,Month-to-month,Medium,0,6,42,0,3,New / At-Risk
CUS-008383,65,63.3,4159.81,Month-to-month,High,1,27,46,0,2,Mid Value / Moderate
CUS-008384,3,95.81,275.98,Two year,Low,6,86,36,1,0,High Value / Loyal
CUS-008385,9,25.03,220.37,One year,Medium,9,22,5,1,3,New / At-Risk
CUS-008386,51,84.38,4168.26,Month-to-month,High,9,56,59,1,2,Mid Value / Moderate
CUS-008387,16,39.33,632.65,Two year,Medium,5,43,35,1,3,New / At-Risk
CUS-008388,3,83.22,259.33,Month-to-month,High,1,27,36,1,3,New / At-Risk
CUS-008389,24,38.38,933.53,Month-to-month,High,0,45,12,1,3,New / At-Risk
CUS-008390,13,76.82,1015.08,Month-to-month,High,9,46,53,1,3,New / At-Risk
CUS-008391,2,34.38,71.57,One year,Low,8,33,11,0,3,New / At-Risk
CUS-008392,71,48.59,3536.21,Month-to-month,Medium,0,95,5,0,2,Mid Value / Moderate
CUS-008393,21,97.36,2119.39,One year,Medium,9,28,29,1,3,New / At-Risk
CUS-008394,19,146.97,2769.01,Month-to-month,Low,4,94,36,0,0,High Value / Loyal
CUS-008395,47,78.39,3819.14,One year,Medium,8,98,27,0,0,High Value / Loyal
CUS-008396,22,109.33,2440.4,Month-to-month,Medium,8,81,9,0,0,High Value / Loyal
CUS-008397,33,90.13,2865.76,Month-to-month,Medium,5,51,27,0,3,New / At-Risk
CUS-008398,32,84.79,2588.01,Two year,Medium,2,64,5,0,0,High Value / Loyal
CUS-008399,64,28.41,1771.8,Month-to-month,Medium,1,35,8,0,2,Mid Value / Moderate
CUS-008400,39,38.76,1493.2,One year,High,2,36,23,1,2,Mid Value / Moderate
CUS-008401,42,134.8,5852.61,Month-to-month,High,0,6,51,1,1,Low Value / Dormant
CUS-008402,9,73.32,675.81,One year,Medium,2,93,17,0,0,High Value / Loyal
CUS-008403,25,99.86,2610.27,Month-to-month,Low,1,58,3,1,0,High Value / Loyal
CUS-008404,2,88.67,178.39,One year,Medium,7,23,44,1,3,New / At-Risk
CUS-008405,19,69.25,1348.44,One year,Medium,9,14,53,1,3,New / At-Risk
CUS-008406,20,70.42,1376.68,Month-to-month,Medium,6,73,57,0,0,High Value / Loyal
CUS-008407,70,92.21,6570.64,Month-to-month,Medium,0,56,22,1,1,Low Value / Dormant
CUS-008408,17,38.35,665.36,One year,High,0,79,26,0,0,High Value / Loyal
CUS-008409,68,70.34,4950.03,Month-to-month,Medium,4,25,3,0,2,Mid Value / Moderate
CUS-008410,3,78.11,235.17,Two year,High,3,20,12,1,3,New / At-Risk
CUS-008411,51,148.07,7663.91,Month-to-month,Low,7,86,10,0,1,Low Value / Dormant
CUS-008412,26,65.69,1657.2,Month-to-month,Medium,7,71,10,0,0,High Value / Loyal
CUS-008413,56,103.8,5950.15,Month-to-month,Medium,2,18,18,0,1,Low Value / Dormant
CUS-008414,64,37.86,2505.3,Month-to-month,Medium,4,17,32,1,2,Mid Value / Moderate
CUS-008415,8,28.51,230.24,Month-to-month,Medium,6,14,13,1,3,New / At-Risk
CUS-008416,37,133.3,4742.56,Month-to-month,High,7,26,12,0,1,Low Value / Dormant
CUS-008417,27,115.0,3046.77,Month-to-month,Low,2,32,6,1,3,New / At-Risk
CUS-008418,45,61.27,2750.62,Month-to-month,Medium,7,93,32,1,0,High Value / Loyal
CUS-008419,4,85.6,348.45,Month-to-month,Medium,9,59,31,0,0,High Value / Loyal
CUS-008420,37,37.65,1367.9,Month-to-month,Medium,8,71,44,1,2,Mid Value / Moderate
CUS-008421,71,111.93,8217.52,Month-to-month,High,2,57,55,0,1,Low Value / Dormant
CUS-008422,33,29.14,949.39,Month-to-month,Medium,1,73,36,1,2,Mid Value / Moderate
CUS-008423,31,118.41,3503.03,One year,Medium,1,12,7,0,3,New / At-Risk
CUS-008424,55,91.09,5157.17,One year,Low,4,3,45,1,1,Low Value / Dormant
CUS-008425,12,56.25,684.74,Two year,Medium,9,32,33,1,3,New / At-Risk
CUS-008426,11,132.13,1497.37,Month-to-month,Medium,0,97,18,1,0,High Value / Loyal
CUS-008427,32,148.19,4670.4,Month-to-month,High,5,15,35,0,1,Low Value / Dormant
CUS-008428,57,53.07,2878.82,Month-to-month,Medium,6,9,33,1,2,Mid Value / Moderate
CUS-008429,38,124.81,4540.69,Month-to-month,High,4,49,35,0,1,Low Value / Dormant
CUS-008430,60,117.52,6777.57,Two year,Low,7,44,5,1,1,Low Value / Dormant
CUS-008431,19,117.13,2293.47,Month-to-month,Medium,5,81,58,1,0,High Value / Loyal
CUS-008432,56,144.44,7928.06,Month-to-month,Medium,0,28,54,1,1,Low Value / Dormant
CUS-008433,14,83.26,1223.68,Month-to-month,Low,8,45,53,1,3,New / At-Risk
CUS-008434,33,107.64,3643.97,Two year,High,4,13,54,1,3,New / At-Risk
CUS-008435,10,127.1,1283.9,One year,Medium,4,47,49,0,3,New / At-Risk
CUS-008436,64,82.34,5524.6,Month-to-month,Low,0,21,0,0,1,Low Value / Dormant
CUS-008437,64,82.59,5188.42,Two year,Medium,4,50,44,0,1,Low Value / Dormant
CUS-008438,62,61.43,3681.01,Two year,High,2,47,29,0,2,Mid Value / Moderate
CUS-008439,68,121.51,8458.55,Month-to-month,Low,9,5,14,1,1,Low Value / Dormant
CUS-008440,43,109.21,4591.63,Month-to-month,Medium,2,7,8,0,1,Low Value / Dormant
CUS-008441,59,78.65,4854.18,Month-to-month,Medium,9,38,54,1,1,Low Value / Dormant
CUS-008442,52,74.51,4063.83,One year,Medium,7,37,28,0,2,Mid Value / Moderate
CUS-008443,19,29.44,583.15,Month-to-month,Medium,8,83,58,1,0,High Value / Loyal
